"selection1_batsmen_name","selection1_batsmen_Out_NotOut","selection1_batsmen_Runs","selection1_batsmen_Balls","selection1_batsmen_Fours","selection1_batsmen_Sixes","selection1_batsmen_Strike_Rate","selection1_batsmen_Team","selection1_batsmen_Match_No"
"Rinku Singh","c Lalit Yadav b Patel","6","8","1","0","75.00","Kolkata Knight Riders","28th Match (N), Delhi, April 20, 2023,
Indian Premier League"
"Sunil Narine","c Warner b Sharma","4","6","1","0","66.66","Kolkata Knight Riders","28th Match (N), Delhi, April 20, 2023,
Indian Premier League"
"Andre Russell","not out","38","31","1","4","122.58","Kolkata Knight Riders","28th Match (N), Delhi, April 20, 2023,
Indian Premier League"
"Anukul Roy","lbw b Kuldeep Yadav","0","1","0","0","0.00","Kolkata Knight Riders","28th Match (N), Delhi, April 20, 2023,
Indian Premier League"
"Umesh Yadav","c & b Nortje","3","5","0","0","60.00","Kolkata Knight Riders","28th Match (N), Delhi, April 20, 2023,
Indian Premier League"
"Varun Chakravarthy","run out (sub [YV Dhull]/†Salt)","1","6","0","0","16.66","Kolkata Knight Riders","28th Match (N), Delhi, April 20, 2023,
Indian Premier League"
"Kulwant Khejroliya","","Did not bat:","","","","","",""
"David Warner (c)","lbw b Varun","57","41","11","0","139.02","Delhi Capitals","28th Match (N), Delhi, April 20, 2023,
Indian Premier League"
"Prithvi Shaw","b Varun","13","11","2","0","118.18","Delhi Capitals","28th Match (N), Delhi, April 20, 2023,
Indian Premier League"
"Mitchell Marsh","c sub (D Wiese) b Rana","2","9","0","0","22.22","Delhi Capitals","28th Match (N), Delhi, April 20, 2023,
Indian Premier League"
"Phil Salt †","c & b AS Roy","5","3","1","0","166.66","Delhi Capitals","28th Match (N), Delhi, April 20, 2023,
Indian Premier League"
"Manish Pandey","c Singh b AS Roy","21","23","2","0","91.30","Delhi Capitals","28th Match (N), Delhi, April 20, 2023,
Indian Premier League"
"Axar Patel","not out","19","22","1","0","86.36","Delhi Capitals","28th Match (N), Delhi, April 20, 2023,
Indian Premier League"
"Aman Hakim Khan","b Rana","0","2","0","0","0.00","Delhi Capitals","28th Match (N), Delhi, April 20, 2023,
Indian Premier League"
"Lalit Yadav","not out","4","7","0","0","57.14","Delhi Capitals","28th Match (N), Delhi, April 20, 2023,
Indian Premier League"
"Mukesh Kumar,","","Did not bat:","","","","","",""
"Kuldeep Yadav,","","Did not bat:","","","","","",""
"Anrich Nortje","","Did not bat:","","","","","",""
"Harry Brook","c Gaikwad b Akash Singh","18","13","3","0","138.46","Sunrisers Hyderabad","29th Match (N), Chennai, April 21, 2023,
Indian Premier League"
"Abhishek Sharma","c Rahane b Jadeja","34","26","3","1","130.76","Sunrisers Hyderabad","29th Match (N), Chennai, April 21, 2023,
Indian Premier League"
"Rahul Tripathi","c Akash Singh b Jadeja","21","21","1","1","100.00","Sunrisers Hyderabad","29th Match (N), Chennai, April 21, 2023,
Indian Premier League"
"Aiden Markram (c)","c †Dhoni b Theekshana","12","12","1","0","100.00","Sunrisers Hyderabad","29th Match (N), Chennai, April 21, 2023,
Indian Premier League"
"Heinrich Klaasen †","c Gaikwad b Pathirana","17","16","1","0","106.25","Sunrisers Hyderabad","29th Match (N), Chennai, April 21, 2023,
Indian Premier League"
"Mayank Agarwal","st †Dhoni b Jadeja","2","4","0","0","50.00","Sunrisers Hyderabad","29th Match (N), Chennai, April 21, 2023,
Indian Premier League"
"Marco Jansen","not out","17","22","1","0","77.27","Sunrisers Hyderabad","29th Match (N), Chennai, April 21, 2023,
Indian Premier League"
"Washington Sundar","run out (†Dhoni)","9","6","1","0","150.00","Sunrisers Hyderabad","29th Match (N), Chennai, April 21, 2023,
Indian Premier League"
"Bhuvneshwar Kumar,","","Did not bat:","","","","","",""
"Mayank Markande,","","Did not bat:","","","","","",""
"Umran Malik","","Did not bat:","","","","","",""
"Ruturaj Gaikwad","run out (Umran Malik)","35","30","2","0","116.66","Chennai Super Kings","29th Match (N), Chennai, April 21, 2023,
Indian Premier League"
"Devon Conway","not out","77","57","12","1","135.08","Chennai Super Kings","29th Match (N), Chennai, April 21, 2023,
Indian Premier League"
"Ajinkya Rahane","c Markram b Markande","9","10","0","0","90.00","Chennai Super Kings","29th Match (N), Chennai, April 21, 2023,
Indian Premier League"
"Ambati Rayudu","b Markande","9","9","1","0","100.00","Chennai Super Kings","29th Match (N), Chennai, April 21, 2023,
Indian Premier League"
"Moeen Ali","not out","6","6","1","0","100.00","Chennai Super Kings","29th Match (N), Chennai, April 21, 2023,
Indian Premier League"
"Shivam Dube,","","Did not bat:","","","","","",""
"Ravindra Jadeja,","","Did not bat:","","","","","",""
"MS Dhoni (c)†,","","Did not bat:","","","","","",""
"Tushar Deshpande,","","Did not bat:","","","","","",""
"Maheesh Theekshana,","","Did not bat:","","","","","",""
"Matheesha Pathirana","","Did not bat:","","","","","",""
"Wriddhiman Saha †","c Hooda b Pandya","47","37","6","0","127.02","Gujarat Titans","30th Match (D/N), Lucknow, April 22, 2023,
Indian Premier League"
"Shubman Gill","c Ravi Bishnoi b Pandya","0","2","0","0","0.00","Gujarat Titans","30th Match (D/N), Lucknow, April 22, 2023,
Indian Premier League"
"Hardik Pandya (c)","c Rahul b Stoinis","66","50","2","4","132.00","Gujarat Titans","30th Match (D/N), Lucknow, April 22, 2023,
Indian Premier League"
"Abhinav Manohar","c Naveen-ul-Haq b Mishra","3","5","0","0","60.00","Gujarat Titans","30th Match (D/N), Lucknow, April 22, 2023,
Indian Premier League"
"Vijay Shankar","b Naveen-ul-Haq","10","12","1","0","83.33","Gujarat Titans","30th Match (D/N), Lucknow, April 22, 2023,
Indian Premier League"
"David Miller","c Hooda b Stoinis","6","12","0","0","50.00","Gujarat Titans","30th Match (D/N), Lucknow, April 22, 2023,
Indian Premier League"
"Rahul Tewatia","not out","2","2","0","0","100.00","Gujarat Titans","30th Match (D/N), Lucknow, April 22, 2023,
Indian Premier League"
"Rashid Khan,","","Did not bat:","","","","","",""
"Mohammed Shami,","","Did not bat:","","","","","",""
"Noor Ahmad,","","Did not bat:","","","","","",""
"Mohit Sharma","","Did not bat:","","","","","",""
"KL Rahul (c)","c Yadav b Sharma","68","61","8","0","111.47","Lucknow Super Giants","30th Match (D/N), Lucknow, April 22, 2023,
Indian Premier League"
"Kyle Mayers","b Rashid Khan","24","19","2","1","126.31","Lucknow Super Giants","30th Match (D/N), Lucknow, April 22, 2023,
Indian Premier League"
"Krunal Pandya","st †Saha b Noor Ahmad","23","23","2","1","100.00","Lucknow Super Giants","30th Match (D/N), Lucknow, April 22, 2023,
Indian Premier League"
"Nicholas Pooran †","c Pandya b Noor Ahmad","1","7","0","0","14.28","Lucknow Super Giants","30th Match (D/N), Lucknow, April 22, 2023,
Indian Premier League"
"Ayush Badoni","run out (Shankar/Sharma)","8","6","0","0","133.33","Lucknow Super Giants","30th Match (D/N), Lucknow, April 22, 2023,
Indian Premier League"
"Marcus Stoinis","c Miller b Sharma","0","1","0","0","0.00","Lucknow Super Giants","30th Match (D/N), Lucknow, April 22, 2023,
Indian Premier League"
"Deepak Hooda","run out (Rashid Khan/†Saha)","2","2","0","0","100.00","Lucknow Super Giants","30th Match (D/N), Lucknow, April 22, 2023,
Indian Premier League"
"Prerak Mankad","not out","0","0","0","0","-","Lucknow Super Giants","30th Match (D/N), Lucknow, April 22, 2023,
Indian Premier League"
"Ravi Bishnoi","not out","0","1","0","0","0.00","Lucknow Super Giants","30th Match (D/N), Lucknow, April 22, 2023,
Indian Premier League"
"Avesh Khan,","","Did not bat:","","","","","",""
"Naveen-ul-Haq","","Did not bat:","","","","","",""
"Matthew Short","c Chawla b Green","11","10","2","0","110.00","Punjab Kings","31st Match (N), Wankhede, April 22, 2023,
Indian Premier League"
"Prabhsimran Singh","lbw b Tendulkar","26","17","1","2","152.94","Punjab Kings","31st Match (N), Wankhede, April 22, 2023,
Indian Premier League"
"Atharva Taide","b Chawla","29","17","3","1","170.58","Punjab Kings","31st Match (N), Wankhede, April 22, 2023,
Indian Premier League"
"Liam Livingstone","st †Ishan Kishan b Chawla","10","12","0","1","83.33","Punjab Kings","31st Match (N), Wankhede, April 22, 2023,
Indian Premier League"
"Harpreet Singh","b Green","41","28","4","2","146.42","Punjab Kings","31st Match (N), Wankhede, April 22, 2023,
Indian Premier League"
"Sam Curran (c)","c & b Archer","55","29","5","4","189.65","Punjab Kings","31st Match (N), Wankhede, April 22, 2023,
Indian Premier League"
"Jitesh Sharma †","b Behrendorff","25","7","0","4","357.14","Punjab Kings","31st Match (N), Wankhede, April 22, 2023,
Indian Premier League"
"M Shahrukh Khan","not out","0","0","0","0","-","Punjab Kings","31st Match (N), Wankhede, April 22, 2023,
Indian Premier League"
"Harpreet Brar","run out (Tilak Varma/†Ishan Kishan)","5","2","1","0","250.00","Punjab Kings","31st Match (N), Wankhede, April 22, 2023,
Indian Premier League"
"Arshdeep Singh,","","Did not bat:","","","","","",""
"Rahul Chahar","","Did not bat:","","","","","",""
"Rohit Sharma (c)","c & b Livingstone","44","27","4","3","162.96","Mumbai Indians","31st Match (N), Wankhede, April 22, 2023,
Indian Premier League"
"Ishan Kishan †","c Short b Arshdeep Singh","1","4","0","0","25.00","Mumbai Indians","31st Match (N), Wankhede, April 22, 2023,
Indian Premier League"
"Cameron Green","c Curran b Ellis","67","43","6","3","155.81","Mumbai Indians","31st Match (N), Wankhede, April 22, 2023,
Indian Premier League"
"Suryakumar Yadav","c Taide b Arshdeep Singh","57","26","7","3","219.23","Mumbai Indians","31st Match (N), Wankhede, April 22, 2023,
Indian Premier League"
"Tim David","not out","25","13","0","2","192.30","Mumbai Indians","31st Match (N), Wankhede, April 22, 2023,
Indian Premier League"
"Tilak Varma","b Arshdeep Singh","3","4","0","0","75.00","Mumbai Indians","31st Match (N), Wankhede, April 22, 2023,
Indian Premier League"
"Nehal Wadhera","b Arshdeep Singh","0","1","0","0","0.00","Mumbai Indians","31st Match (N), Wankhede, April 22, 2023,
Indian Premier League"
"Jofra Archer","not out","1","2","0","0","50.00","Mumbai Indians","31st Match (N), Wankhede, April 22, 2023,
Indian Premier League"
"Arjun Tendulkar,","","Did not bat:","","","","","",""
"Hrithik Shokeen,","","Did not bat:","","","","","",""
"Piyush Chawla","","Did not bat:","","","","","",""
"Virat Kohli (c)","lbw b Boult","0","1","0","0","0.00","Royal Challengers Bangalore","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Faf du Plessis","run out (Jaiswal)","62","39","8","2","158.97","Royal Challengers Bangalore","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Shahbaz Ahmed","c Jaiswal b Boult","2","4","0","0","50.00","Royal Challengers Bangalore","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Glenn Maxwell","c Holder b Ashwin","77","44","6","4","175.00","Royal Challengers Bangalore","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Mahipal Lomror","c Padikkal b Chahal","8","6","1","0","133.33","Royal Challengers Bangalore","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Dinesh Karthik †","c Buttler b Sandeep Sharma","16","13","2","0","123.07","Royal Challengers Bangalore","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Suyash Prabhudessai","run out (Jaiswal/†Samson)","0","2","0","0","0.00","Royal Challengers Bangalore","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Wanindu Hasaranga","run out (†Samson/Sandeep Sharma)","6","7","0","0","85.71","Royal Challengers Bangalore","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"David Willey","not out","4","2","1","0","200.00","Royal Challengers Bangalore","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Vijaykumar Vyshak","c Hetmyer b Sandeep Sharma","0","1","0","0","0.00","Royal Challengers Bangalore","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Mohammed Siraj","not out","1","1","0","0","100.00","Royal Challengers Bangalore","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Yashasvi Jaiswal","c Kohli b Patel","47","37","5","2","127.02","Rajasthan Royals","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Jos Buttler","b Mohammed Siraj","0","2","0","0","0.00","Rajasthan Royals","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Devdutt Padikkal","c Kohli b Willey","52","34","7","1","152.94","Rajasthan Royals","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Sanju Samson (c)†","c Shahbaz Ahmed b Patel","22","15","2","1","146.66","Rajasthan Royals","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Shimron Hetmyer","run out (Prabhudessai)","3","9","0","0","33.33","Rajasthan Royals","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Dhruv Jurel","not out","34","16","2","2","212.50","Rajasthan Royals","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Ravichandran Ashwin","c Prabhudessai b Patel","12","6","2","0","200.00","Rajasthan Royals","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Abdul Basith","not out","1","1","0","0","100.00","Rajasthan Royals","32nd Match (D/N), Bengaluru, April 23, 2023,
Indian Premier League"
"Jason Holder,","","Did not bat:","","","","","",""
"Trent Boult,","","Did not bat:","","","","","",""
"Sandeep Sharma,","","Did not bat:","","","","","",""
"Yuzvendra Chahal","","Did not bat:","","","","","",""
"Ruturaj Gaikwad","b Suyash Sharma","35","20","2","3","175.00","Chennai Super Kings","33rd Match (N), Eden Gardens, April 23, 2023,
Indian Premier League"
"Devon Conway","c Wiese b Varun","56","40","4","3","140.00","Chennai Super Kings","33rd Match (N), Eden Gardens, April 23, 2023,
Indian Premier League"
"Ajinkya Rahane","not out","71","29","6","5","244.82","Chennai Super Kings","33rd Match (N), Eden Gardens, April 23, 2023,
Indian Premier League"
"Shivam Dube","c Roy b Khejroliya","50","21","2","5","238.09","Chennai Super Kings","33rd Match (N), Eden Gardens, April 23, 2023,
Indian Premier League"
"Ravindra Jadeja","c Singh b Khejroliya","18","8","0","2","225.00","Chennai Super Kings","33rd Match (N), Eden Gardens, April 23, 2023,
Indian Premier League"
"MS Dhoni (c)†","not out","2","3","0","0","66.66","Chennai Super Kings","33rd Match (N), Eden Gardens, April 23, 2023,
Indian Premier League"
"Moeen Ali,","","Did not bat:","","","","","",""
"Ambati Rayudu,","","Did not bat:","","","","","",""
"Matheesha Pathirana,","","Did not bat:","","","","","",""
"Tushar Deshpande,","","Did not bat:","","","","","",""
"Maheesh Theekshana","","Did not bat:","","","","","",""
"Narayan Jagadeesan †","c Jadeja b Deshpande","1","3","0","0","33.33","Kolkata Knight Riders","33rd Match (N), Eden Gardens, April 23, 2023,
Indian Premier League"
"Sunil Narine","b Akash Singh","0","3","0","0","0.00","Kolkata Knight Riders","33rd Match (N), Eden Gardens, April 23, 2023,
Indian Premier League"
"Venkatesh Iyer","lbw b Ali","20","20","2","1","100.00","Kolkata Knight Riders","33rd Match (N), Eden Gardens, April 23, 2023,
Indian Premier League"
"Nitish Rana (c)","c Gaikwad b Jadeja","27","20","4","1","135.00","Kolkata Knight Riders","33rd Match (N), Eden Gardens, April 23, 2023,
Indian Premier League"
"Jason Roy","b Theekshana","61","26","5","5","234.61","Kolkata Knight Riders","33rd Match (N), Eden Gardens, April 23, 2023,
Indian Premier League"
"Rinku Singh","not out","53","33","3","4","160.60","Kolkata Knight Riders","33rd Match (N), Eden Gardens, April 23, 2023,
Indian Premier League"
"Andre Russell","c Dube b Pathirana","9","6","0","1","150.00","Kolkata Knight Riders","33rd Match (N), Eden Gardens, April 23, 2023,
Indian Premier League"
"David Wiese","lbw b Deshpande","1","2","0","0","50.00","Kolkata Knight Riders","33rd Match (N), Eden Gardens, April 23, 2023,
Indian Premier League"
"Umesh Yadav","c Conway b Theekshana","4","4","0","0","100.00","Kolkata Knight Riders","33rd Match (N), Eden Gardens, April 23, 2023,
Indian Premier League"
"Varun Chakravarthy","not out","0","3","0","0","0.00","Kolkata Knight Riders","33rd Match (N), Eden Gardens, April 23, 2023,
Indian Premier League"
"Kulwant Khejroliya","","Did not bat:","","","","","",""
"David Warner (c)","c Brook b Washington Sundar","21","20","2","1","105.00","Delhi Capitals","34th Match (N), Hyderabad, April 24, 2023,
Indian Premier League"
"Phil Salt †","c †Klaasen b Kumar","0","1","0","0","0.00","Delhi Capitals","34th Match (N), Hyderabad, April 24, 2023,
Indian Premier League"
"Mitchell Marsh","lbw b Natarajan","25","15","5","0","166.66","Delhi Capitals","34th Match (N), Hyderabad, April 24, 2023,
Indian Premier League"
"Sarfaraz Khan","c Kumar b Washington Sundar","10","9","0","1","111.11","Delhi Capitals","34th Match (N), Hyderabad, April 24, 2023,
Indian Premier League"
"Manish Pandey","run out (Washington Sundar/†Klaasen)","34","27","2","0","125.92","Delhi Capitals","34th Match (N), Hyderabad, April 24, 2023,
Indian Premier League"
"Aman Hakim Khan","c Abhishek Sharma b Washington Sundar","4","2","1","0","200.00","Delhi Capitals","34th Match (N), Hyderabad, April 24, 2023,
Indian Premier League"
"Axar Patel","b Kumar","34","34","4","0","100.00","Delhi Capitals","34th Match (N), Hyderabad, April 24, 2023,
Indian Premier League"
"Ripal Patel","run out (†Klaasen)","5","6","0","0","83.33","Delhi Capitals","34th Match (N), Hyderabad, April 24, 2023,
Indian Premier League"
"Anrich Nortje","run out (Umran Malik/†Klaasen)","2","2","0","0","100.00","Delhi Capitals","34th Match (N), Hyderabad, April 24, 2023,
Indian Premier League"
"Kuldeep Yadav","not out","4","3","1","0","133.33","Delhi Capitals","34th Match (N), Hyderabad, April 24, 2023,
Indian Premier League"
"Ishant Sharma","not out","1","1","0","0","100.00","Delhi Capitals","34th Match (N), Hyderabad, April 24, 2023,
Indian Premier League"
